,AJG,AMTD,ANH,BAC,BAM,BANF,BAP,BFY,BHLB,BLE,BOH,BRO,BSRR,BUSE,CBOE,CFFI,CPF,CRVL,CXW,DMLP,DRH,EARN,EBTC,EMCI,EWBC,EZPW,FBC,FBIZ,FHN,FISI,FMN,FNB,FRME,FULT,GBCI,GS,GSBC,GTY,HIW,HT,HTLF,HYT,INDB,JOE,KIM,LBAI,LION,LKFN,MFM,MHI,MPW,MVF,MYN,NAN,NNN,NTRS,NWBI,NZF,OFS,OLP,PDM,PFS,PGR,PHD,PLD,RBCAA,RDN,RF,RJF,RNST,SBRA,SEIC,SHBI,SRCE,STBA,STI,TCBI,THFF,TRMK,UMPQ,VKQ,WAL,WBS,
,6.1361E-05,0.000126684,3.35584E-05,0.000124457,5.46911E-05,0.000203249,6.15466E-05,-3.19521E-07,0.000115018,-3.3093E-06,0.000123056,6.2421E-05,0.000130635,0.000130153,5.29917E-05,5.869E-05,0.000139199,9.81203E-05,7.61142E-05,4.40384E-05,8.59288E-05,3.59281E-05,0.000126629,9.82155E-05,0.000148438,0.000102667,0.000102974,7.62168E-05,0.000135128,0.000116317,-5.4634E-06,0.000136424,0.000137414,0.000136126,0.000156293,0.000105134,0.000158934,4.42601E-05,4.00653E-05,7.78206E-05,0.000134138,2.01464E-05,0.000149851,5.76752E-05,3.47079E-05,0.000151514,0.000140387,0.000137929,-2.16377E-06,-2.29934E-06,3.7632E-05,-1.483E-06,-2.08861E-06,-3.54392E-06,1.64948E-05,0.000108786,0.000105867,-2.82883E-06,1.96757E-05,6.97529E-05,3.59285E-05,0.000129278,5.52723E-05,1.00573E-05,4.17447E-05,0.000119612,0.000110144,0.000143854,0.000122116,0.000141445,4.07587E-05,8.98084E-05,5.55538E-05,0.000147003,0.000156604,0.00012681,0.000169571,0.000122315,0.000142507,0.000146786,-2.54931E-06,0.000160079,0.000151485,
,5.1444E-05,8.00723E-05,2.72009E-05,8.2083E-05,7.20062E-05,6.15466E-05,0.000231476,8.64057E-06,5.39811E-05,1.12257E-05,6.36732E-05,4.71293E-05,7.0647E-05,5.36576E-05,2.47046E-05,2.80421E-05,6.54749E-05,4.77238E-05,4.58041E-05,6.45844E-05,6.98178E-05,3.40829E-05,6.55898E-05,4.27629E-05,8.38271E-05,7.63394E-05,6.07033E-05,4.00468E-05,7.97996E-05,5.19511E-05,8.21829E-06,7.54003E-05,6.14432E-05,6.8307E-05,7.83285E-05,8.46949E-05,6.8292E-05,4.25716E-05,5.10867E-05,6.90952E-05,6.39486E-05,3.07517E-05,6.69668E-05,4.89791E-05,4.93591E-05,6.37718E-05,5.54876E-05,5.51458E-05,8.98505E-06,1.04285E-05,4.65267E-05,1.0552E-05,8.0847E-06,7.27292E-06,3.75137E-05,7.96611E-05,5.02706E-05,6.33244E-06,2.05877E-05,4.38032E-05,4.21418E-05,5.51965E-05,4.77527E-05,1.21481E-05,5.55423E-05,5.42458E-05,7.19406E-05,9.13666E-05,8.30707E-05,7.28601E-05,4.88556E-05,6.93809E-05,2.99096E-05,5.64912E-05,6.81432E-05,8.13876E-05,0.000102458,5.5029E-05,7.22655E-05,7.43269E-05,8.54762E-06,8.87287E-05,7.60109E-05,
,-2.05851E-06,-1.04533E-05,9.53031E-06,-6.86684E-06,6.34911E-06,-3.19521E-07,8.64057E-06,5.32368E-05,-2.88402E-06,1.61061E-05,-5.6614E-06,-6.9739E-07,-6.05835E-07,-2.45617E-06,-1.78919E-07,5.08577E-06,-4.56873E-06,5.36451E-06,4.13749E-07,3.81415E-06,3.16187E-07,1.00975E-05,-1.61052E-06,-1.1079E-06,-8.58242E-06,7.01601E-06,-2.20537E-06,7.48674E-07,-4.8908E-06,-5.08694E-06,1.1819E-05,-4.63729E-06,-4.19397E-06,-2.41201E-06,-6.76517E-06,-6.29403E-06,-2.79582E-06,6.30145E-06,8.2016E-06,-1.27054E-06,-3.58303E-06,6.62626E-06,-4.28241E-06,1.83476E-07,1.10082E-05,-6.78079E-06,-5.49264E-06,-3.99857E-06,1.09641E-05,1.43521E-05,1.37007E-05,1.57134E-05,1.5609E-05,1.58627E-05,1.28049E-05,-4.73955E-06,-2.62088E-06,1.30174E-05,2.20506E-06,5.5189E-06,8.62674E-06,-4.67522E-06,-1.62686E-06,5.24304E-06,8.52578E-06,3.15533E-06,2.29381E-06,-8.69219E-06,-2.844E-06,-2.60775E-06,1.22573E-05,-5.38415E-06,1.15096E-06,-2.10114E-06,-4.17831E-06,-5.46978E-06,-3.58321E-06,-3.32872E-06,-6.60205E-06,-3.79853E-06,1.50537E-05,-9.27775E-06,-7.94994E-06,
,4.92734E-05,0.000108977,2.86789E-05,0.000115857,4.85576E-05,0.000115018,5.39811E-05,-2.88402E-06,0.000152452,-5.17299E-06,0.000107153,5.47098E-05,0.0001117,0.000113463,3.77136E-05,5.04225E-05,0.000121542,7.74024E-05,5.70837E-05,3.14077E-05,7.75386E-05,3.50576E-05,0.000117365,7.70741E-05,0.000133805,8.72296E-05,9.96701E-05,6.07768E-05,0.000121932,0.00010242,-4.41138E-06,0.000128091,0.00012032,0.000119314,0.000142055,9.49588E-05,0.000133385,4.51508E-05,3.97891E-05,7.34281E-05,0.00011954,2.04157E-05,0.000128789,4.8829E-05,3.60014E-05,0.000129787,0.000116361,0.000119913,-1.16585E-06,-2.66212E-06,3.85944E-05,-4.40031E-06,-3.90442E-06,-5.21958E-06,1.244E-05,9.71622E-05,9.55098E-05,-3.98154E-06,2.31211E-05,6.25538E-05,3.26824E-05,0.000115653,5.02968E-05,1.17082E-05,4.06957E-05,0.000101994,8.38075E-05,0.000130577,0.000109212,0.000125949,4.20037E-05,8.73747E-05,4.20642E-05,0.000120263,0.000136952,0.000113435,0.000149838,0.00010614,0.000126462,0.000127788,-2.35182E-06,0.000138879,0.000138256,
,-3.42463E-07,-1.01988E-05,1.03075E-05,-9.39262E-06,6.56024E-06,-3.3093E-06,1.12257E-05,1.61061E-05,-5.17299E-06,3.78704E-05,-7.27237E-06,3.14391E-07,-1.39516E-06,-4.30661E-06,-3.20888E-06,4.62179E-06,-7.35813E-06,4.36336E-06,1.29869E-06,6.15022E-06,7.39805E-06,1.1508E-05,-2.44048E-06,2.0302E-06,-1.18983E-05,3.02938E-06,-1.14307E-06,-4.58686E-06,-7.06552E-06,-3.87679E-06,1.39655E-05,-7.1661E-06,-6.7787E-06,-7.34153E-06,-8.77454E-06,-4.285E-06,-5.16741E-06,1.13976E-05,1.05593E-05,4.38494E-06,-6.8304E-06,8.97266E-06,-5.09225E-06,1.9325E-06,1.11465E-05,-7.85122E-06,-5.20227E-06,-6.86461E-06,1.94669E-05,1.71244E-05,1.05253E-05,2.29114E-05,1.65159E-05,1.45347E-05,1.67818E-05,-4.90008E-06,-2.91562E-06,1.73519E-05,1.04524E-05,8.66514E-06,9.18829E-06,-4.01032E-06,1.82251E-06,5.78045E-06,8.74239E-06,-2.41205E-06,2.67279E-06,-9.51138E-06,-6.04983E-06,-4.83055E-06,1.66567E-05,-2.58324E-07,-7.91341E-07,-7.55099E-06,-4.71655E-06,-6.05919E-06,-1.15124E-05,-5.74386E-06,-7.50901E-06,-8.23121E-06,1.87236E-05,-1.1518E-05,-9.18029E-06,
,6.2952E-05,0.000133917,2.77283E-05,0.000136636,5.48344E-05,0.000123056,6.36732E-05,-5.6614E-06,0.000107153,-7.27237E-06,0.000148928,6.46232E-05,0.000110536,0.000114895,4.77722E-05,4.3593E-05,0.00013652,7.44776E-05,7.11826E-05,4.54936E-05,8.1838E-05,3.41722E-05,0.000108002,7.45053E-05,0.000160301,9.4103E-05,0.000100091,6.66692E-05,0.00014472,9.89457E-05,-6.98717E-06,0.000142599,0.00012278,0.000138831,0.000160546,0.000111857,0.000136051,3.60811E-05,3.76021E-05,7.54184E-05,0.000128987,2.16603E-05,0.000137545,4.60602E-05,3.34356E-05,0.000130569,0.000122168,0.000122937,-6.6578E-06,-1.94352E-06,3.58959E-05,-6.83385E-06,-5.84496E-06,-7.9534E-06,1.12608E-05,0.000117466,0.000100166,-5.25763E-06,2.40577E-05,5.27971E-05,3.38196E-05,0.000116886,5.46961E-05,1.04294E-05,4.00542E-05,0.000100909,9.89137E-05,0.000157776,0.00012968,0.000132785,3.4196E-05,9.8324E-05,4.95241E-05,0.000122907,0.000138714,0.000137641,0.000179341,0.000105286,0.000141901,0.000147526,-5.33805E-06,0.00016627,0.000156853,
,6.45297E-05,8.32682E-05,2.16217E-05,7.89865E-05,4.82601E-05,6.2421E-05,4.71293E-05,-6.9739E-07,5.47098E-05,3.14391E-07,6.46232E-05,9.88855E-05,6.09998E-05,5.95346E-05,3.40629E-05,2.80854E-05,6.05959E-05,5.17608E-05,5.20037E-05,3.24031E-05,6.27246E-05,2.54495E-05,6.41285E-05,4.99405E-05,7.78795E-05,5.34933E-05,5.46265E-05,3.43372E-05,7.46943E-05,5.66516E-05,-6.56406E-07,7.16694E-05,6.5859E-05,6.74602E-05,8.06366E-05,6.77608E-05,6.87919E-05,3.2666E-05,3.80743E-05,5.25213E-05,6.74956E-05,1.7116E-05,6.95696E-05,4.11266E-05,3.64477E-05,7.14281E-05,5.55569E-05,6.07876E-05,3.52525E-07,2.39987E-06,3.64826E-05,1.68273E-06,5.72547E-07,-5.08095E-07,2.53987E-05,6.88817E-05,5.15981E-05,2.55868E-07,2.09708E-05,4.02595E-05,3.14281E-05,5.82164E-05,4.54947E-05,1.04291E-05,4.3331E-05,5.6047E-05,6.12501E-05,7.84084E-05,7.91656E-05,6.6265E-05,3.79807E-05,6.85987E-05,2.86539E-05,6.20658E-05,7.08634E-05,7.42228E-05,8.24131E-05,5.64051E-05,7.04116E-05,7.23051E-05,9.17818E-07,8.08197E-05,8.05088E-05,
,5.30607E-05,0.000112834,3.78631E-05,0.000113988,4.55392E-05,0.000130635,7.0647E-05,-6.05835E-07,0.0001117,-1.39516E-06,0.000110536,6.09998E-05,0.000262203,0.000124476,3.45957E-05,6.07993E-05,0.000128064,9.6651E-05,6.01287E-05,3.93672E-05,8.5504E-05,3.70579E-05,0.000140938,9.76708E-05,0.000132731,9.41802E-05,9.64032E-05,8.23549E-05,0.000121935,0.000112288,-4.38855E-06,0.00013159,0.00012997,0.000124544,0.000149582,9.62532E-05,0.000155249,5.58326E-05,4.19047E-05,7.95632E-05,0.000125625,2.0543E-05,0.000128619,5.15024E-05,3.77142E-05,0.000151532,0.000123866,0.000130957,6.25278E-07,-3.66461E-06,4.66201E-05,-2.26722E-06,-2.84049E-06,-3.59757E-06,2.27532E-05,9.90703E-05,0.000100738,-1.45536E-06,2.52873E-05,7.36616E-05,3.7738E-05,0.000119234,4.5055E-05,1.06733E-05,4.0565E-05,0.000119123,0.000107475,0.00012876,0.00011298,0.000134096,4.21556E-05,8.14768E-05,5.15873E-05,0.000136438,0.000149142,0.000112524,0.000154152,0.000125524,0.000136453,0.000130604,-4.73166E-07,0.000146734,0.000137768,
,5.56351E-05,0.000118575,3.03729E-05,0.000123477,4.95637E-05,0.000130153,5.36576E-05,-2.45617E-06,0.000113463,-4.30661E-06,0.000114895,5.95346E-05,0.000124476,0.000191963,4.70654E-05,5.77282E-05,0.000131253,9.24662E-05,6.99618E-05,3.14266E-05,8.05173E-05,3.40756E-05,0.000131768,9.62643E-05,0.000142927,9.13965E-05,0.000100431,7.65731E-05,0.000127185,0.0001139,-4.35643E-06,0.000133958,0.00013315,0.000126385,0.00015269,9.97619E-05,0.0001535,4.96934E-05,4.30076E-05,7.83892E-05,0.000128878,1.93238E-05,0.000138808,5.56505E-05,3.82209E-05,0.000149213,0.000133139,0.000134718,-4.43117E-06,-2.6388E-06,4.09911E-05,-5.54566E-06,-4.93883E-06,-5.98846E-06,1.78584E-05,0.00010404,9.98666E-05,-4.56522E-06,2.33008E-05,6.92337E-05,3.55145E-05,0.000124245,5.23051E-05,7.36332E-06,4.25784E-05,0.000115624,0.000105779,0.000135536,0.000119466,0.000139689,4.56489E-05,9.34165E-05,5.19412E-05,0.000135525,0.000150686,0.000119684,0.000152244,0.000122241,0.00013592,0.000139416,-5.03047E-06,0.000151876,0.000146536,
,4.22045E-05,6.12411E-05,7.12922E-06,5.63351E-05,2.63747E-05,5.29917E-05,2.47046E-05,-1.78919E-07,3.77136E-05,-3.20888E-06,4.77722E-05,3.40629E-05,3.45957E-05,4.70654E-05,0.000161995,2.58352E-05,4.65273E-05,4.7382E-05,4.0224E-05,6.16481E-07,3.45791E-05,1.17188E-05,4.89525E-05,3.9895E-05,5.95713E-05,2.3891E-05,3.76273E-05,2.58916E-05,5.35881E-05,3.64464E-05,-2.92209E-06,4.96919E-05,4.90715E-05,4.78337E-05,6.02858E-05,5.13982E-05,5.10735E-05,2.25925E-05,2.68493E-05,2.5008E-05,4.84559E-05,5.3228E-06,5.03612E-05,1.43365E-05,2.64979E-05,5.23247E-05,4.67414E-05,4.78519E-05,9.58423E-07,-7.89332E-07,1.68558E-05,-2.38162E-06,-1.58137E-06,-2.06433E-06,2.3781E-05,5.27731E-05,3.7305E-05,-1.10311E-06,2.17104E-05,2.42168E-05,2.16539E-05,4.62196E-05,3.36043E-05,2.11943E-06,3.04657E-05,3.39354E-05,4.6578E-05,5.87698E-05,5.93212E-05,4.94881E-05,1.37022E-05,6.11046E-05,1.69527E-05,5.42816E-05,5.61323E-05,5.12235E-05,4.7817E-05,3.60786E-05,5.2016E-05,4.95044E-05,-2.18489E-06,6.19811E-05,5.78115E-05,
,3.37059E-05,5.3671E-05,2.45804E-05,5.01099E-05,2.55405E-05,5.869E-05,2.80421E-05,5.08577E-06,5.04225E-05,4.62179E-06,4.3593E-05,2.80854E-05,6.07993E-05,5.77282E-05,2.58352E-05,0.000227222,4.78652E-05,5.31444E-05,2.49813E-05,1.85977E-05,3.56513E-05,2.65468E-05,6.41175E-05,4.12053E-05,5.7572E-05,5.57934E-05,4.58256E-05,2.81468E-05,4.88336E-05,5.08475E-05,2.8736E-06,5.72815E-05,5.73E-05,4.90363E-05,5.86181E-05,4.85573E-05,6.15787E-05,3.30986E-05,2.5989E-05,3.69549E-05,4.95428E-05,1.26808E-05,5.76405E-05,2.65334E-05,2.47333E-05,6.39288E-05,5.69348E-05,5.38007E-05,4.01792E-06,4.11684E-06,2.68241E-05,2.76785E-06,3.49346E-07,2.62701E-06,1.87543E-05,4.45159E-05,4.44142E-05,3.11816E-06,1.57693E-05,3.72524E-05,2.27238E-05,5.57784E-05,2.74104E-05,6.04823E-06,2.91996E-05,5.35427E-05,4.85696E-05,5.01825E-05,4.86071E-05,5.93408E-05,2.88752E-05,4.45125E-05,4.17132E-05,5.40462E-05,6.23566E-05,4.63805E-05,6.19299E-05,5.56352E-05,5.70306E-05,5.15174E-05,3.13591E-06,5.68005E-05,5.48407E-05,
,6.27769E-05,0.000130819,3.021E-05,0.000141335,5.31636E-05,0.000139199,6.54749E-05,-4.56873E-06,0.000121542,-7.35813E-06,0.00013652,6.05959E-05,0.000128064,0.000131253,4.65273E-05,4.78652E-05,0.000241314,8.13173E-05,7.56423E-05,5.03755E-05,9.14235E-05,3.77018E-05,0.000118634,8.67785E-05,0.000166465,0.000108972,0.000114,7.98429E-05,0.000149481,0.000108507,-5.81119E-06,0.000154594,0.000136272,0.000148697,0.000170993,0.000117065,0.00015434,4.09331E-05,3.74659E-05,8.64912E-05,0.000141619,2.3136E-05,0.000153655,6.03081E-05,3.20348E-05,0.00014842,0.000136528,0.000135175,-7.24492E-06,-4.09618E-06,3.68114E-05,-6.695E-06,-5.77939E-06,-7.34328E-06,8.62737E-06,0.000122915,0.000109387,-5.91157E-06,1.95893E-05,6.01162E-05,3.37347E-05,0.000131211,5.42458E-05,1.16172E-05,3.90056E-05,0.000120239,0.000107614,0.000163382,0.000132927,0.000148416,4.15905E-05,9.59431E-05,6.00919E-05,0.000136657,0.000162563,0.000143469,0.000193576,0.000124729,0.000154924,0.00015631,-5.02104E-06,0.000172996,0.000165756,
,5.83733E-05,8.43408E-05,3.86126E-05,7.36606E-05,5.30123E-05,9.81203E-05,4.77238E-05,5.36451E-06,7.74024E-05,4.36336E-06,7.44776E-05,5.17608E-05,9.6651E-05,9.24662E-05,4.7382E-05,5.31444E-05,8.13173E-05,0.000314056,5.79429E-05,2.04942E-05,7.15519E-05,4.05608E-05,0.0001196,8.55339E-05,8.83566E-05,8.76055E-05,6.22561E-05,4.98559E-05,7.69603E-05,9.82116E-05,-2.23256E-06,8.85343E-05,9.86444E-05,8.24575E-05,0.000105326,7.05593E-05,0.000110653,5.83186E-05,5.16269E-05,6.57306E-05,9.12509E-05,2.15283E-05,9.74449E-05,5.45552E-05,4.65684E-05,0.000113444,8.87499E-05,9.63775E-05,5.97015E-07,2.84288E-06,5.63259E-05,1.93959E-06,3.16802E-06,2.60275E-06,4.01551E-05,7.37762E-05,7.8151E-05,2.93336E-06,2.57691E-05,7.60532E-05,4.45765E-05,9.19259E-05,5.11845E-05,7.97961E-06,5.96197E-05,7.7815E-05,7.86767E-05,7.37592E-05,8.50331E-05,9.03509E-05,5.86574E-05,8.54269E-05,3.88838E-05,0.000104724,0.000117357,7.10992E-05,9.0768E-05,8.40316E-05,9.06975E-05,8.78331E-05,3.12626E-06,9.79694E-05,8.38577E-05,
,5.33204E-05,5.99057E-05,4.83123E-05,7.22847E-05,5.46392E-05,7.61142E-05,4.58041E-05,4.13749E-07,5.70837E-05,1.29869E-06,7.11826E-05,5.20037E-05,6.01287E-05,6.99618E-05,4.0224E-05,2.49813E-05,7.56423E-05,5.79429E-05,0.000545806,6.02884E-05,0.000102376,5.02409E-05,5.56318E-05,6.63502E-05,7.94403E-05,7.22993E-05,4.95361E-05,4.08244E-05,8.01458E-05,6.92533E-05,-1.05056E-08,7.42824E-05,6.44176E-05,7.4244E-05,9.15923E-05,7.61391E-05,7.75492E-05,6.54892E-05,7.10779E-05,9.21882E-05,6.87137E-05,2.01797E-05,7.66711E-05,5.81827E-05,7.42607E-05,7.57623E-05,6.60575E-05,7.00235E-05,4.13769E-07,5.64111E-06,8.97645E-05,5.78429E-06,2.42557E-06,-4.02063E-06,5.59776E-05,6.91039E-05,5.95732E-05,2.15692E-06,2.80072E-05,8.78107E-05,6.66374E-05,7.29374E-05,3.45623E-05,1.0991E-05,6.5209E-05,6.4698E-05,5.67102E-05,7.23108E-05,8.76583E-05,7.53421E-05,9.56387E-05,7.465E-05,2.74449E-05,7.40879E-05,8.21731E-05,7.04003E-05,9.11849E-05,7.11051E-05,8.08859E-05,8.33937E-05,4.92741E-07,7.9708E-05,8.95832E-05,
